pair,n,mean_raw,mean_residual,median_raw,median_residual,std_raw,std_residual,pearson,spearman,mean_drop_pct
H_current,1149206,0.09984280091746404,0.07785669361361774,0.04468888815881632,0.03263604676018518,0.14431619813666885,0.12887862183439178,0.9352383184729197,0.8559304041175597,22.02
G_lag,1149206,0.10111995881798397,0.07792646406373076,0.04356556374760691,0.03082265413118101,0.15502477143264465,0.136853817097505,0.9411755745941112,0.8381495729802924,22.94
