var_a,var_b,pearson_raw,pearson_FE_demeaned
active_raw_Cz,active_raw_Vz,0.8464232023939283,0.3785547023070905
active_raw_Hz,active_raw_Gz,0.7602806286835779,0.5731217106948499
active_raw_CH,active_raw_VG,0.5010387430689495,0.3133300050967449
active_raw_Cz,active_raw_Hz,-0.15317914161021756,0.3696536970084744
active_raw_Vz,active_raw_Gz,-0.2286044547139744,0.24607561590106938
