metric,n,mean,median,p99,p999,max,pct_under_24h,pct_under_72h,pct_over_30d,pct_exact_zero,mean_over_median
funding_hours,1234131,236.45031552993794,73.83805555555556,1071.3256944444443,1171.2845916667045,4160.599166666667,35.72829788733935,49.63103592730431,9.752854437656943,0.0,3.2022825323729354
