variable,group,bin,left,right,count,share_pct
borrowerCount,控制变量,35,24.625,25.3,595,0.0482
borrowerCount,控制变量,36,25.3,25.975,0,0.0
borrowerCount,控制变量,37,25.975,26.650000000000002,392,0.0318
borrowerCount,控制变量,38,26.650000000000002,27.325000000000003,285,0.0231
borrowerCount,控制变量,39,27.325000000000003,28.0,1272,0.1031
log_borrower_count,控制变量,0,0.6931471805599453,0.7600008967956084,1106410,89.6509
log_borrower_count,控制变量,1,0.7600008967956084,0.8268546130312717,0,0.0
log_borrower_count,控制变量,2,0.8268546130312717,0.893708329266935,0,0.0
log_borrower_count,控制变量,3,0.893708329266935,0.9605620455025982,0,0.0
log_borrower_count,控制变量,4,0.9605620455025982,1.0274157617382613,0,0.0
log_borrower_count,控制变量,5,1.0274157617382613,1.0942694779739246,0,0.0
log_borrower_count,控制变量,6,1.0942694779739246,1.1611231942095879,20858,1.6901
log_borrower_count,控制变量,7,1.1611231942095879,1.2279769104452511,0,0.0
log_borrower_count,控制变量,8,1.2279769104452511,1.2948306266809144,0,0.0
log_borrower_count,控制变量,9,1.2948306266809144,1.3616843429165775,0,0.0
log_borrower_count,控制变量,10,1.3616843429165775,1.4285380591522405,18581,1.5056
log_borrower_count,控制变量,11,1.4285380591522405,1.4953917753879038,0,0.0
log_borrower_count,控制变量,12,1.4953917753879038,1.562245491623567,0,0.0
log_borrower_count,控制变量,13,1.562245491623567,1.6290992078592303,14190,1.1498
log_borrower_count,控制变量,14,1.6290992078592303,1.6959529240948936,0,0.0
log_borrower_count,控制变量,15,1.6959529240948936,1.762806640330557,0,0.0
log_borrower_count,控制变量,16,1.762806640330557,1.8296603565662202,16485,1.3358
log_borrower_count,控制变量,17,1.8296603565662202,1.8965140728018834,0,0.0
log_borrower_count,控制变量,18,1.8965140728018834,1.9633677890375463,7122,0.5771
log_borrower_count,控制变量,19,1.9633677890375463,2.0302215052732095,0,0.0
log_borrower_count,控制变量,20,2.0302215052732095,2.097075221508873,5620,0.4554
log_borrower_count,控制变量,21,2.097075221508873,2.163928937744536,0,0.0
log_borrower_count,控制变量,22,2.163928937744536,2.2307826539801994,6211,0.5033
log_borrower_count,控制变量,23,2.2307826539801994,2.2976363702158626,0,0.0
log_borrower_count,控制变量,24,2.2976363702158626,2.364490086451526,5445,0.4412
log_borrower_count,控制变量,25,2.364490086451526,2.431343802687189,6159,0.4991
log_borrower_count,控制变量,26,2.431343802687189,2.498197518922852,4178,0.3385
log_borrower_count,控制变量,27,2.498197518922852,2.5650512351585153,3332,0.27
log_borrower_count,控制变量,28,2.5650512351585153,2.6319049513941786,0,0.0
log_borrower_count,控制变量,29,2.6319049513941786,2.698758667629842,2884,0.2337
log_borrower_count,控制变量,30,2.698758667629842,2.765612383865505,2515,0.2038
log_borrower_count,控制变量,31,2.765612383865505,2.8324661001011684,2433,0.1971
log_borrower_count,控制变量,32,2.8324661001011684,2.8993198163368317,2959,0.2398
log_borrower_count,控制变量,33,2.8993198163368317,2.966173532572495,1052,0.0852
log_borrower_count,控制变量,34,2.966173532572495,3.033027248808158,1117,0.0905
log_borrower_count,控制变量,35,3.033027248808158,3.0998809650438215,2208,0.1789
log_borrower_count,控制变量,36,3.0998809650438215,3.1667346812794843,693,0.0562
log_borrower_count,控制变量,37,3.1667346812794843,3.2335883975151476,1135,0.092
log_borrower_count,控制变量,38,3.2335883975151476,3.300442113750811,987,0.08
log_borrower_count,控制变量,39,3.300442113750811,3.367295829986474,1557,0.1262
lenderRepaymentTerm,控制变量,0,3.0,4.0,1549,0.1255
lenderRepaymentTerm,控制变量,1,4.0,5.0,1039,0.0842
lenderRepaymentTerm,控制变量,2,5.0,6.0,10835,0.8779
lenderRepaymentTerm,控制变量,3,6.0,7.0,22079,1.789
lenderRepaymentTerm,控制变量,4,7.0,8.0,83199,6.7415
lenderRepaymentTerm,控制变量,5,8.0,9.0,292135,23.6713
lenderRepaymentTerm,控制变量,6,9.0,10.0,38163,3.0923
lenderRepaymentTerm,控制变量,7,10.0,11.0,44783,3.6287
lenderRepaymentTerm,控制变量,8,11.0,12.0,103657,8.3992
lenderRepaymentTerm,控制变量,9,12.0,13.0,42060,3.4081
lenderRepaymentTerm,控制变量,10,13.0,14.0,77439,6.2748
lenderRepaymentTerm,控制变量,11,14.0,15.0,350486,28.3994
lenderRepaymentTerm,控制变量,12,15.0,16.0,34311,2.7802
lenderRepaymentTerm,控制变量,13,16.0,17.0,3366,0.2727
lenderRepaymentTerm,控制变量,14,17.0,18.0,5101,0.4133
lenderRepaymentTerm,控制变量,15,18.0,19.0,3493,0.283
lenderRepaymentTerm,控制变量,16,19.0,20.0,6922,0.5609
lenderRepaymentTerm,控制变量,17,20.0,21.0,48946,3.966
lenderRepaymentTerm,控制变量,18,21.0,22.0,7386,0.5985
lenderRepaymentTerm,控制变量,19,22.0,23.0,2975,0.2411
lenderRepaymentTerm,控制变量,20,23.0,24.0,305,0.0247
lenderRepaymentTerm,控制变量,21,24.0,25.0,401,0.0325
lenderRepaymentTerm,控制变量,22,25.0,26.0,2986,0.242
lenderRepaymentTerm,控制变量,23,26.0,27.0,27791,2.2519
lenderRepaymentTerm,控制变量,24,27.0,28.0,6497,0.5264
lenderRepaymentTerm,控制变量,25,28.0,29.0,2330,0.1888
lenderRepaymentTerm,控制变量,26,29.0,30.0,463,0.0375
lenderRepaymentTerm,控制变量,27,30.0,31.0,297,0.0241
lenderRepaymentTerm,控制变量,28,31.0,32.0,222,0.018
lenderRepaymentTerm,控制变量,29,32.0,33.0,478,0.0387
lenderRepaymentTerm,控制变量,30,33.0,34.0,428,0.0347
lenderRepaymentTerm,控制变量,31,34.0,35.0,247,0.02
lenderRepaymentTerm,控制变量,32,35.0,36.0,206,0.0167
lenderRepaymentTerm,控制变量,33,36.0,37.0,391,0.0317
lenderRepaymentTerm,控制变量,34,37.0,38.0,1064,0.0862
lenderRepaymentTerm,控制变量,35,38.0,39.0,5831,0.4725
lenderRepaymentTerm,控制变量,36,39.0,40.0,1411,0.1143
lenderRepaymentTerm,控制变量,37,40.0,41.0,611,0.0495
lenderRepaymentTerm,控制变量,38,41.0,42.0,225,0.0182
