grouping,level,n,r2,b_const,b_dm_active_raw_Cz,b_dm_active_raw_Hz,b_dm_active_raw_CH,b_dm_active_raw_Vz,b_dm_active_raw_Gz,b_dm_active_raw_VG,b_dm_log_loan_amount,b_dm_log_borrower_count,b_dm_log_repayment_term,b_dm_log_platform_posting_7d,loans,share_of_train_pct,median_funding_hours,pct_funded_72h,mean_H_raw,median_H_raw,mean_G_raw,median_pool_active,mean_boilerplate_share,mean_log_loan_amount
country_name,Philippines,430030,0.4829223286078096,2.333614324992775e-10,0.5377600848764265,0.32354710909281964,0.07021175087313772,0.14427583484018386,-0.20663396163084854,0.05620627695643851,1.3332081578035988,0.3812473206635037,4.259116966106507,-0.0033393987315168006,430030,34.845,28.40013888888889,62.02520754365975,0.15291035685532725,0.08052614941892726,0.1621907256948749,856.0,0.43229156732559204,5.606860716579341
country_name,Kenya,231226,0.42614863459455643,1.576665812467374e-10,0.6831982384340434,0.6577957829435992,0.25399058005043396,-0.33749727051655515,-0.05994826083532555,-0.1899110410422271,1.7955835742978268,-0.23839722802231125,0.8205219432197945,-0.006056854287962985,231226,18.736,159.7386111111111,39.30051118818818,0.0791201160979125,0.058895427429107916,0.06411653596852228,1176.0,0.2813768982887268,5.717994686315831
country_name,Tajikistan,61063,0.34797580224547,7.250203458843243e-11,0.6541669922720448,0.8706432690786834,0.13717769156828877,0.0318110795083526,-0.4700855379350018,0.12661382870651747,1.0106480801911053,-0.38019958832931017,0.7168202910631607,-0.0696665297040474,61063,4.948,366.7191666666667,27.81553477555967,0.10100509883651998,0.06574877786383805,0.07941056596133529,163.0,0.09211749583482742,6.400459286881413
country_name,Uganda,57301,0.4041645847677131,2.477602875965893e-11,0.2731167559209334,0.1739377267378728,0.07228790206161992,-0.035312615975241664,-0.3175692278453569,0.004424178358717234,1.0653932405963529,-0.15842987098615097,2.1946788573568647,-0.15623905576731392,57301,4.643,110.66916666666667,44.65367096560269,0.06800434581858361,0.028419313759203303,0.05843861540137462,552.0,0.10762938857078552,6.092490455420389
country_name,Cambodia,54241,0.3859963867427596,9.745467022344031e-10,0.4326468181608957,0.3712456264219099,0.10082168314383856,-0.0917924874136661,0.14735621504209637,0.16553751240695247,0.8579464250120877,0.6023327819542947,1.173518264053133,0.41682595476058104,54241,4.395,28.72361111111111,61.464574768164304,0.2471156152581621,0.08859963232623659,0.3394039122634659,118.0,0.4422611594200134,5.824753431104129
country_name,Madagascar,43696,0.592293976875133,1.0131297760097568e-11,0.5736006832000403,0.43912091176868817,0.18724101861505832,-0.08511111987910841,0.037799865825831294,0.009578830422074715,1.7711991958942233,-0.8528880237650605,1.1951956593525757,-0.11559198744057045,43696,3.541,11.0625,81.4971622116441,0.07013728017236844,0.024150855580407825,0.049052687823716565,1075.0,0.05077128857374191,5.246230587327298
country_name,Pakistan,35266,0.19321908438152757,-2.420336329881985e-10,0.5815675713309942,1.050888896788654,0.3689955717047897,0.5236504357870017,-0.33181582585309205,-0.16097185854665555,1.0513625039474306,-1.096632682369448,1.4056489579126183,0.119499974453197,35266,2.858,238.59402777777777,27.284069642148246,0.06701367492547666,0.04047141972743731,0.046355192861052226,244.0,0.08996456116437912,6.0240016013367885
country_name,Nicaragua,34552,0.3482035066028245,1.0599704774897035e-11,0.4094266378802666,1.0617220945577044,0.3022617751040091,-0.06845538966851387,-0.7269410386784797,-0.012469581242298458,0.8516631127517742,-0.1630656916328146,1.6860530785118137,-0.13203387737095937,34552,2.8,285.3488888888889,27.06645056726094,0.024830689672501946,0.01800381113932015,0.02275554323863853,757.0,0.008567477576434612,6.605311261646171
country_name,Liberia,24586,0.3821540025299832,1.6746645145229894e-10,0.1736490045832295,1.352212970339787,0.3672361821174271,0.604976435860272,-0.9254017108896261,-0.18273517493940492,1.6616050234293784,0.07306444257152821,2.1904193555775615,-0.30943075162961264,24586,1.992,70.97180555555556,50.3986008297405,0.04885172597371809,0.04125035095716051,0.05444621820525193,726.0,0.21146053075790405,5.935139834037644
country_name,Togo,24105,0.6797845004296516,8.989510030229936e-11,0.530835576735906,1.35524049515988,0.3946770384837644,0.2077747064159389,-0.7817136319566308,-0.017326259280136935,1.5707030257475325,0.6054396742827939,3.3333754832171683,-0.2271616907310848,24105,1.953,50.9225,53.99709603816636,0.02781399381329666,0.023159151325292594,0.027678016904814855,727.0,0.19652055203914642,5.7287336852099315
