dimension,group,channel,term,estimate,std_error,ci_low,ci_high,p_value,scenario_percent_change,scenario_ci_low,scenario_ci_high,scenario_unit,n,vcov,q_value_bh
country,Philippines,current,CH,0.034632883975338806,0.013820334169115212,0.007472476882939744,0.06179329106773787,0.01256471001067383,90.65467173074694,75.75583015999602,106.81648978397509,percent change in conditional geometric mean of (1 + funding hours),430016,week CRV1 within country,0.014497742320008264
country,Philippines,recent,VG,0.040643651969830184,0.01708699806613291,0.0070634347490105,0.07422386919064987,0.017793447444116373,12.385927722826805,0.498830508962665,25.679042095858335,percent change in conditional geometric mean of (1 + funding hours),430016,week CRV1 within country,0.05189346557666952
country,Kenya,current,CH,0.15191807896908158,0.027644807999694272,0.09759262495943535,0.2062435329787278,6.462700286036238e-08,97.32827438082376,76.23911968103035,120.94100299971504,percent change in conditional geometric mean of (1 + funding hours),231218,week CRV1 within country,2.9672863749441447e-07
country,Kenya,recent,VG,-0.0330906971287588,0.029230288924541988,-0.0905318165127834,0.024350422255265805,0.2581940227321633,-12.49382460892453,-21.484860922105646,-2.473194068001652,percent change in conditional geometric mean of (1 + funding hours),231218,week CRV1 within country,0.3227425284152041
country,Tajikistan,current,CH,0.09073807607960026,0.02461003144441578,0.042376331934936916,0.1390998202242636,0.00025389284220800334,159.29770696736054,135.3719766325782,185.65550496050443,percent change in conditional geometric mean of (1 + funding hours),61053,week CRV1 within country,0.00042315473701333894
country,Tajikistan,recent,VG,0.0026124624002739623,0.03592908275238123,-0.06799261225587289,0.07321753705642081,0.9420671245725736,-20.774659942475783,-28.439685737647856,-12.288611754567192,percent change in conditional geometric mean of (1 + funding hours),61053,week CRV1 within country,0.9438381122381521
country,Uganda,current,CH,0.06626697859956329,0.013754999455947874,0.03923639980953558,0.093297557389591,1.97666748502634e-06,44.188196688248574,33.73646215484187,55.45675225158748,percent change in conditional geometric mean of (1 + funding hours),57292,week CRV1 within country,4.94166871256585e-06
country,Uganda,recent,VG,0.07909652275923867,0.03530635530055675,0.009714388518023878,0.14847865700045348,0.025549746439593735,-2.804699316565734,-12.70071246244345,8.2130993437843,percent change in conditional geometric mean of (1 + funding hours),57292,week CRV1 within country,0.05474945665627229
country,Cambodia,current,CH,0.0857595430491662,0.015528632627510622,0.05523644158075207,0.11628264451758034,5.8470813746325234e-08,52.354276208010965,33.48790469929679,73.88710633487962,percent change in conditional geometric mean of (1 + funding hours),54225,week CRV1 within country,2.9672863749441447e-07
country,Cambodia,recent,VG,0.10379825896814449,0.016778793173567407,0.07081784022560687,0.13677867771068208,1.4578409590626507e-09,7.520608839113753,-3.5800310822770296,19.89924343367773,percent change in conditional geometric mean of (1 + funding hours),54225,week CRV1 within country,2.186761438593976e-08
country,Madagascar,current,CH,0.1004072838111996,0.02978447306173423,0.041863677182027666,0.15895089044037153,0.0008172310206553401,81.02103694066895,52.9002677009781,114.31365888226898,percent change in conditional geometric mean of (1 + funding hours),43681,week CRV1 within country,0.0012258465309830102
country,Madagascar,recent,VG,-0.00980724130063015,0.0386524308950335,-0.0857814814656276,0.06616699886436729,0.7998279439482598,-1.4343125674094355,-15.229756034613704,14.60619062304559,percent change in conditional geometric mean of (1 + funding hours),43681,week CRV1 within country,0.9228783968633767
country,Pakistan,current,CH,0.28845906263300336,0.04949245854690557,0.19111512253281163,0.3858030027331951,1.2827301221207676e-08,106.73826616940796,74.15494345098367,145.41772890163435,percent change in conditional geometric mean of (1 + funding hours),35255,week CRV1 within country,1.9240951831811515e-07
country,Pakistan,recent,VG,-0.3641436189186212,0.10886537933072624,-0.5782648259811354,-0.15002241185610704,0.000913383582678895,14.13123251247485,-12.092106422164244,48.17711703310373,percent change in conditional geometric mean of (1 + funding hours),35255,week CRV1 within country,0.004566917913394475
country,Nicaragua,current,CH,0.4285924269167218,0.07852606556607584,0.27427547711343014,0.5829093767200134,7.912763666517719e-08,225.58941645545758,157.33297189600637,311.95058420514266,percent change in conditional geometric mean of (1 + funding hours),34544,week CRV1 within country,2.9672863749441447e-07
country,Nicaragua,recent,VG,0.11256518941272489,0.07895871510329544,-0.04260198962892525,0.26773236845437504,0.15466047772347902,-45.65762492824579,-55.85793103407366,-33.100242067975266,percent change in conditional geometric mean of (1 + funding hours),34544,week CRV1 within country,0.23199071658521853
