pool_type,pool_n,formula_raw,brute_raw,abs_error_raw,formula_residual,brute_residual,abs_error_residual,check_id
active,1389,0.031441131198030686,0.03144113119803074,5.551115123125783e-17,0.03547258883108916,0.035472588831089225,6.245004513516506e-17,68
lag_weighted_35_65d,4249,0.02906958941627679,0.02906958941627694,1.491862189340054e-16,0.032689848580832084,0.03268984858083237,2.8449465006019636e-16,68
posting_16d,2035,0.029007621920058967,0.02900762192005905,8.326672684688674e-17,0.03338991661507425,0.03338991661507421,3.469446951953614e-17,68
active,868,0.02887908302520471,0.02887908302520477,5.898059818321144e-17,0.03104762819214241,0.031047628192142403,6.938893903907228e-18,69
lag_weighted_35_65d,2299,0.024745880393237787,0.024745880393237874,8.673617379884035e-17,0.02507220783886922,0.0250722078388693,7.979727989493313e-17,69
posting_16d,1180,0.02796323611483024,0.027963236114830235,6.938893903907228e-18,0.028761048710713555,0.028761048710713506,4.85722573273506e-17,69
active,645,0.04469126756656504,0.04469126756656505,1.3877787807814457e-17,0.037686501021682195,0.03768650102168222,2.7755575615628914e-17,70
lag_weighted_35_65d,2947,0.03837754006339339,0.0383775400633935,1.1102230246251565e-16,0.031074382696162174,0.03107438269616229,1.1449174941446927e-16,70
posting_16d,402,0.045862565749904854,0.045862565749904854,0.0,0.04237627790715318,0.042376277907153176,6.938893903907228e-18,70
active,482,0.20335797067293593,0.2033579706729359,2.7755575615628914e-17,0.1140562111194945,0.1140562111194945,0.0,71
lag_weighted_35_65d,3592,0.09542743193786156,0.09542743193786156,0.0,0.04051303619685851,0.04051303619685849,2.0816681711721685e-17,71
posting_16d,2050,0.20197311788710887,0.20197311788711106,2.192690473634684e-15,0.09677992129107801,0.09677992129107801,0.0,71
active,489,0.027048382851648,0.02704838285164801,6.938893903907228e-18,0.0,0.0,0.0,72
lag_weighted_35_65d,2792,0.023674380978773713,0.023674380978773633,7.979727989493313e-17,0.0007908655165261089,0.0007908655165261083,5.421010862427522e-19,72
posting_16d,1184,0.032043063296303013,0.03204306329630299,2.0816681711721685e-17,0.0008745227713842649,0.0008745227713842649,0.0,72
active,255,0.03731233983042006,0.03731233983042007,1.3877787807814457e-17,0.03202063454281149,0.0320206345428115,1.3877787807814457e-17,73
lag_weighted_35_65d,2280,0.05723470494060422,0.057234704940604106,1.1102230246251565e-16,0.033427319286604674,0.03342731928660466,1.3877787807814457e-17,73
posting_16d,1240,0.052436954139301224,0.052436954139301196,2.7755575615628914e-17,0.03513879454896668,0.03513879454896669,1.3877787807814457e-17,73
active,788,0.05712001321237564,0.05712001321237567,2.7755575615628914e-17,0.03669649431708805,0.036696494317088046,6.938893903907228e-18,74
lag_weighted_35_65d,2065,0.0400035146955029,0.040003514695502895,6.938893903907228e-18,0.04223686854524598,0.04223686854524604,6.245004513516506e-17,74
posting_16d,1330,0.05730086030869702,0.057300860308697125,1.0408340855860843e-16,0.03928980989563221,0.03928980989563222,1.3877787807814457e-17,74
active,1740,0.10346623350047304,0.10346623350047289,1.5265566588595902e-16,0.08134908642446628,0.08134908642446627,1.3877787807814457e-17,75
lag_weighted_35_65d,4064,0.13869209200762947,0.1386920920076296,1.3877787807814457e-16,0.10052181674912666,0.10052181674912669,2.7755575615628914e-17,75
posting_16d,2061,0.15171010274255448,0.1517101027425546,1.1102230246251565e-16,0.11936557999840618,0.11936557999840638,2.0816681711721685e-16,75
active,987,0.010635444106807576,0.010635444106807574,1.734723475976807e-18,0.011886384295529033,0.011886384295529007,2.6020852139652106e-17,76
lag_weighted_35_65d,3481,0.011811241288103016,0.011811241288102944,7.112366251504909e-17,0.012929383511174345,0.012929383511174323,2.2551405187698492e-17,76
posting_16d,2362,0.012548256641071575,0.012548256641071514,6.071532165918825e-17,0.014013152590747053,0.014013152590747056,3.469446951953614e-18,76
active,375,0.007863315123041843,0.00786331512304184,3.469446951953614e-18,0.008949629237375911,0.008949629237375911,0.0,77
lag_weighted_35_65d,2366,0.009571314897170053,0.009571314897170063,1.0408340855860843e-17,0.007564812041589857,0.00756481204158987,1.3010426069826053e-17,77
posting_16d,1223,0.009654561052090671,0.009654561052090668,3.469446951953614e-18,0.008067338236999266,0.008067338236999252,1.3877787807814457e-17,77
active,312,0.06259396769284702,0.06259396769284704,2.7755575615628914e-17,0.026418628280582314,0.026418628280582314,0.0,78
lag_weighted_35_65d,2523,0.08985186819180899,0.08985186819180928,2.914335439641036e-16,0.042996477985906896,0.04299647798590699,9.71445146547012e-17,78
posting_16d,1458,0.09039171399879233,0.09039171399879217,1.5265566588595902e-16,0.037854925809771546,0.03785492580977152,2.7755575615628914e-17,78
active,1344,0.038991241643868524,0.03899124164386855,2.7755575615628914e-17,0.040993099373315085,0.04099309937331514,5.551115123125783e-17,79
lag_weighted_35_65d,4125,0.03543084126463205,0.0354308412646321,4.85722573273506e-17,0.03463307750021862,0.034633077500218684,6.245004513516506e-17,79
posting_16d,2141,0.037088455153122535,0.03708845515312261,7.632783294297951e-17,0.038460880839502776,0.038460880839503005,2.2898349882893854e-16,79
active,921,0.019093960766500842,0.019093960766500807,3.469446951953614e-17,0.016668044523328086,0.016668044523328127,4.163336342344337e-17,80
lag_weighted_35_65d,1781,0.016373933047895844,0.01637393304789584,3.469446951953614e-18,0.011520662712471343,0.011520662712471335,8.673617379884035e-18,80
posting_16d,1838,0.016765865997168745,0.016765865997168776,3.122502256758253e-17,0.011735765068812168,0.011735765068812113,5.551115123125783e-17,80
active,696,0.2186459929057092,0.21864599290570913,8.326672684688674e-17,0.11960742098748915,0.11960742098748937,2.220446049250313e-16,81
lag_weighted_35_65d,3035,0.2043931030501651,0.20439310305016414,9.43689570931383e-16,0.10389038538860546,0.10389038538860493,5.273559366969494e-16,81
posting_16d,437,0.21397891646202621,0.21397891646202616,5.551115123125783e-17,0.12400789045099903,0.1240078904509991,6.938893903907228e-17,81
active,1365,0.03990607021080417,0.03990607021080425,8.326672684688674e-17,0.031412888852753194,0.03141288885275325,5.551115123125783e-17,82
lag_weighted_35_65d,5217,0.016434158611098832,0.016434158611098933,1.0061396160665481e-16,0.015121294520490785,0.015121294520490951,1.6653345369377348e-16,82
posting_16d,2069,0.02319974365407459,0.02319974365407452,7.28583859910259e-17,0.019109527046727127,0.019109527046727203,7.632783294297951e-17,82
active,89,0.031184471659629835,0.03118447165962982,1.3877787807814457e-17,0.033837922313807375,0.033837922313807396,2.0816681711721685e-17,83
lag_weighted_35_65d,567,0.20648979194904757,0.2064897919490475,5.551115123125783e-17,0.20787115295327058,0.2078711529532705,8.326672684688674e-17,83
posting_16d,249,0.29342439076494936,0.29342439076494975,3.885780586188048e-16,0.2940966657830564,0.29409666578305654,1.6653345369377348e-16,83
active,1310,0.11135065655705169,0.11135065655705204,3.469446951953614e-16,0.07202689473587169,0.07202689473587179,9.71445146547012e-17,84
lag_weighted_35_65d,4331,0.09775288218057561,0.09775288218057508,5.273559366969494e-16,0.04916134685707621,0.04916134685707593,2.7755575615628914e-16,84
posting_16d,1198,0.12239712053586733,0.1223971205358673,4.163336342344337e-17,0.075567993561255,0.07556799356125485,1.5265566588595902e-16,84
active,201,0.055086875981614554,0.055086875981614575,2.0816681711721685e-17,0.05127028998281383,0.0512702899828138,2.7755575615628914e-17,85
lag_weighted_35_65d,426,0.04216529299713806,0.04216529299713808,2.0816681711721685e-17,0.03532987306149817,0.0353298730614982,2.7755575615628914e-17,85
posting_16d,187,0.05213088160044258,0.05213088160044258,0.0,0.04283768387551609,0.04283768387551608,1.3877787807814457e-17,85
active,1260,0.02050485087897133,0.020504850878971328,3.469446951953614e-18,0.02486251858814581,0.024862518588145838,2.7755575615628914e-17,86
lag_weighted_35_65d,2849,0.019360945432513245,0.019360945432513158,8.673617379884035e-17,0.020694524545950426,0.020694524545950357,6.938893903907228e-17,86
posting_16d,2623,0.02036374561161736,0.020363745611617273,8.673617379884035e-17,0.021668217499665653,0.021668217499665788,1.3530843112619095e-16,86
active,324,0.03241182985453502,0.03241182985453502,0.0,0.03527581604394607,0.035275816043946084,1.3877787807814457e-17,87
lag_weighted_35_65d,2103,0.023168355780060226,0.02316835578006019,3.469446951953614e-17,0.02483034769186854,0.024830347691868523,1.734723475976807e-17,87
posting_16d,992,0.024576796441211333,0.024576796441211326,6.938893903907228e-18,0.027651581633097708,0.027651581633097718,1.0408340855860843e-17,87
active,1024,0.01482683255402527,0.014826832554025286,1.5612511283791264e-17,0.016660256317174195,0.01666025631717419,3.469446951953614e-18,88
lag_weighted_35_65d,4709,0.015349375821555461,0.015349375821555402,5.898059818321144e-17,0.017158562061877068,0.017158562061877016,5.204170427930421e-17,88
posting_16d,1539,0.016054596884028733,0.016054596884028677,5.551115123125783e-17,0.016893928027288972,0.016893928027288996,2.42861286636753e-17,88
active,1272,0.042970382656386676,0.04297038265638678,1.0408340855860843e-16,0.03281380572744526,0.032813805727445515,2.5673907444456745e-16,89
lag_weighted_35_65d,2943,0.04314676265288857,0.043146762652888804,2.3592239273284576e-16,0.03294391092126409,0.032943910921264224,1.3183898417423734e-16,89
posting_16d,1449,0.046049633449662515,0.04604963344966274,2.220446049250313e-16,0.03431418920216047,0.034314189202160915,4.440892098500626e-16,89
active,1040,0.04077684237200036,0.04077684237200036,0.0,0.040307574513311704,0.040307574513311684,2.0816681711721685e-17,90
lag_weighted_35_65d,2794,0.05201819235481585,0.0520181923548159,4.85722573273506e-17,0.03835765423095334,0.038357654230953296,4.163336342344337e-17,90
posting_16d,1328,0.0427941125779044,0.04279411257790436,4.163336342344337e-17,0.03584671157596281,0.03584671157596283,2.0816681711721685e-17,90
active,890,0.036868437239462495,0.036868437239462475,2.0816681711721685e-17,0.032112462047726824,0.03211246204772682,6.938893903907228e-18,91
lag_weighted_35_65d,3109,0.039618823069204646,0.03961882306920449,1.5959455978986625e-16,0.03179630038062472,0.03179630038062459,1.3183898417423734e-16,91
posting_16d,1552,0.039587075760704096,0.03958707576070407,2.7755575615628914e-17,0.03403166406312928,0.03403166406312931,2.7755575615628914e-17,91
active,745,0.02296221751471923,0.022962217514719194,3.469446951953614e-17,0.022995383666241574,0.022995383666241622,4.85722573273506e-17,92
lag_weighted_35_65d,3021,0.026537991996179195,0.026537991996179264,6.938893903907228e-17,0.029773398217327364,0.029773398217327468,1.0408340855860843e-16,92
posting_16d,2158,0.02542890652578432,0.02542890652578439,6.938893903907228e-17,0.0293650301960019,0.02936503019600202,1.214306433183765e-16,92
active,1097,0.03443797508327122,0.034437975083271136,8.326672684688674e-17,0.022977254330887324,0.02297725433088734,1.734723475976807e-17,93
lag_weighted_35_65d,2849,0.03137592188318994,0.03137592188318993,6.938893903907228e-18,0.0249386324365728,0.024938632436572794,6.938893903907228e-18,93
posting_16d,1058,0.03288083856041693,0.03288083856041686,6.938893903907228e-17,0.022465142743165915,0.022465142743165915,0.0,93
active,44,0.6198075811794577,0.6198075811794573,3.3306690738754696e-16,0.6010279516773623,0.6010279516773624,1.1102230246251565e-16,94
lag_weighted_35_65d,411,0.03847888711405811,0.03847888711405806,5.551115123125783e-17,0.03909833131643117,0.03909833131643115,2.0816681711721685e-17,94
posting_16d,226,0.35478538898116196,0.3547853889811616,3.885780586188048e-16,0.3484429849778847,0.3484429849778845,1.6653345369377348e-16,94
active,1460,0.2376634159866674,0.23766341598666765,2.498001805406602e-16,0.06049741256209281,0.06049741256209286,4.85722573273506e-17,95
lag_weighted_35_65d,2888,0.16476099026612648,0.16476099026612584,6.38378239159465e-16,0.05783870989252856,0.05783870989252865,9.020562075079397e-17,95
posting_16d,1344,0.23132307414100936,0.231323074141009,3.608224830031759e-16,0.05736775949013512,0.05736775949013514,2.0816681711721685e-17,95
active,737,0.8608383840513558,0.8608383840513578,1.9984014443252818e-15,0.8596444911528186,0.8596444911528297,1.1102230246251565e-14,96
lag_weighted_35_65d,2432,0.8937170940987689,0.8937170940987706,1.7763568394002505e-15,0.8931170333811951,0.8931170333811974,2.3314683517128287e-15,96
posting_16d,2163,0.9036524454856264,0.9036524454856555,2.90878432451791e-14,0.9023165352210609,0.9023165352210358,2.5091040356528538e-14,96
active,459,0.03931167202539165,0.03931167202539163,2.0816681711721685e-17,0.03512537044959462,0.03512537044959463,6.938893903907228e-18,97
lag_weighted_35_65d,2682,0.03481835789463472,0.034818357894634694,2.7755575615628914e-17,0.029157110535374287,0.02915711053537424,4.5102810375396984e-17,97
posting_16d,1185,0.035364659718426915,0.03536465971842693,1.3877787807814457e-17,0.03137964361923311,0.0313796436192331,6.938893903907228e-18,97
active,12,0.16731162782623113,0.16731162782623113,0.0,0.17265441393900052,0.17265441393900052,0.0,98
lag_weighted_35_65d,377,0.05388820522798946,0.0538882052279895,3.469446951953614e-17,0.056305128625272774,0.05630512862527276,1.3877787807814457e-17,98
posting_16d,103,0.08681239225027633,0.08681239225027647,1.3877787807814457e-16,0.0893983379943858,0.08939833799438583,2.7755575615628914e-17,98
active,1436,0.034907585685983955,0.034907585685983934,2.0816681711721685e-17,0.04066112746600585,0.040661127466005746,1.0408340855860843e-16,99
lag_weighted_35_65d,4006,0.04649755028404883,0.04649755028404879,4.163336342344337e-17,0.04811979312053229,0.04811979312053223,6.245004513516506e-17,99
posting_16d,1471,0.048569029409294695,0.04856902940929463,6.245004513516506e-17,0.05276945535462727,0.05276945535462731,4.163336342344337e-17,99
active,1277,0.02751675790741844,0.027516757907418442,3.469446951953614e-18,0.028127237654334728,0.028127237654334773,4.5102810375396984e-17,100
lag_weighted_35_65d,3742,0.030695950630068157,0.03069595063006805,1.0755285551056204e-16,0.030841664590216457,0.03084166459021639,6.591949208711867e-17,100
posting_16d,1385,0.03508318159340522,0.035083181593405434,2.1510571102112408e-16,0.0360947515276402,0.03609475152764029,9.020562075079397e-17,100
active,230,0.08101746815038348,0.08101746815038348,0.0,0.08096100956857144,0.08096100956857147,2.7755575615628914e-17,101
lag_weighted_35_65d,844,0.05551012821747597,0.05551012821747596,6.938893903907228e-18,0.05644619654466716,0.05644619654466715,1.3877787807814457e-17,101
posting_16d,341,0.04604620791970496,0.04604620791970498,2.0816681711721685e-17,0.0462948915448555,0.04629489154485554,4.163336342344337e-17,101
active,1510,0.05179772532039768,0.051797725320397864,1.8041124150158794e-16,0.043266903566914865,0.043266903566914795,6.938893903907228e-17,102
lag_weighted_35_65d,3900,0.04938816221996318,0.04938816221996308,9.71445146547012e-17,0.03959663123747974,0.039596631237479606,1.3183898417423734e-16,102
posting_16d,2842,0.04923575570187463,0.04923575570187498,3.5388358909926865e-16,0.040002405383706946,0.04000240538370674,2.0816681711721685e-16,102
active,22,0.015284596090586782,0.015284596090586779,3.469446951953614e-18,0.017922633911589617,0.017922633911589617,0.0,103
lag_weighted_35_65d,110,0.011112112938095891,0.01111211293809589,1.734723475976807e-18,0.013795145297237953,0.01379514529723795,3.469446951953614e-18,103
posting_16d,49,0.022817164723085877,0.022817164723085877,0.0,0.025794241020307994,0.025794241020307997,3.469446951953614e-18,103
active,491,0.01117080260235909,0.011170802602359083,6.938893903907228e-18,0.011550609608147003,0.011550609608147008,5.204170427930421e-18,104
lag_weighted_35_65d,2283,0.011090102716490427,0.011090102716490441,1.3877787807814457e-17,0.011342087401025215,0.01134208740102523,1.3877787807814457e-17,104
posting_16d,1227,0.01238966350948708,0.012389663509487088,8.673617379884035e-18,0.012315170504113149,0.012315170504113139,1.0408340855860843e-17,104
active,1534,0.016079102876802906,0.01607910287680288,2.42861286636753e-17,0.01141767128056276,0.011417671280562753,6.938893903907228e-18,105
lag_weighted_35_65d,3564,0.012968407489518368,0.012968407489518387,1.9081958235744878e-17,0.012265199038004628,0.012265199038004675,4.683753385137379e-17,105
posting_16d,2205,0.015371619204584587,0.0153716192045846,1.3877787807814457e-17,0.01153979041050882,0.011539790410508828,6.938893903907228e-18,105
active,282,0.036060438305299966,0.03606043830529997,6.938893903907228e-18,0.034131953545156704,0.034131953545156704,0.0,106
lag_weighted_35_65d,2238,0.021797131126589302,0.021797131126589243,5.898059818321144e-17,0.018743184202171366,0.018743184202171328,3.8163916471489756e-17,106
posting_16d,991,0.023001579728719343,0.023001579728719346,3.469446951953614e-18,0.020674337138245808,0.02067433713824581,3.469446951953614e-18,106
active,1249,0.021781873525318195,0.021781873525318195,0.0,0.020832900460750446,0.020832900460750526,7.979727989493313e-17,107
lag_weighted_35_65d,3944,0.016878388748436897,0.016878388748436918,2.0816681711721685e-17,0.017284120167424952,0.01728412016742494,1.3877787807814457e-17,107
posting_16d,3380,0.019091184255223725,0.019091184255223718,6.938893903907228e-18,0.01705569776274273,0.017055697762742652,7.979727989493313e-17,107
active,1255,0.05277563887154064,0.0527756388715406,3.469446951953614e-17,0.047121221949274754,0.047121221949274754,0.0,108
lag_weighted_35_65d,3615,0.06258014206519387,0.06258014206519369,1.8041124150158794e-16,0.050788061509364435,0.05078806150936427,1.6653345369377348e-16,108
posting_16d,884,0.060737640419207456,0.060737640419207456,0.0,0.052620299700679135,0.05262029970067918,4.163336342344337e-17,108
active,1608,0.1776141666801364,0.17761416668013635,5.551115123125783e-17,0.10678859928070822,0.1067885992807081,1.249000902703301e-16,109
lag_weighted_35_65d,4208,0.1606780986555589,0.16067809865555926,3.608224830031759e-16,0.09727673822856012,0.09727673822856027,1.5265566588595902e-16,109
posting_16d,1753,0.273315933558451,0.27331593355845285,1.8318679906315083e-15,0.15700148615099713,0.15700148615099682,3.0531133177191805e-16,109
active,4257,0.12923742324652662,0.12923742324652607,5.551115123125783e-16,0.041036819556026685,0.04103681955602646,2.220446049250313e-16,110
lag_weighted_35_65d,4362,0.07740007047708267,0.07740007047708253,1.3877787807814457e-16,0.02088612407055298,0.020886124070552955,2.42861286636753e-17,110
posting_16d,4807,0.12500649080493195,0.125006490804931,9.43689570931383e-16,0.04014524455298493,0.04014524455298466,2.706168622523819e-16,110
active,521,0.03707446792354936,0.03707446792354938,2.0816681711721685e-17,0.005493746812783464,0.005493746812783464,0.0,111
lag_weighted_35_65d,2097,0.029190617623346106,0.02919061762334601,9.71445146547012e-17,0.0030870874401729507,0.003087087440172947,3.469446951953614e-18,111
posting_16d,955,0.029840475974279718,0.029840475974279718,0.0,0.0033803607995961534,0.0033803607995961534,0.0,111
active,36,0.046980691638566864,0.04698069163856686,6.938893903907228e-18,0.05321338045825337,0.05321338045825338,6.938893903907228e-18,112
lag_weighted_35_65d,156,0.051901118250155996,0.05190111825015597,2.7755575615628914e-17,0.05771803890959244,0.05771803890959245,6.938893903907228e-18,112
posting_16d,91,0.061866194153629164,0.06186619415362918,1.3877787807814457e-17,0.0707308627191861,0.07073086271918609,1.3877787807814457e-17,112
active,814,0.04130832776228429,0.04130832776228418,1.1102230246251565e-16,0.050887752914569,0.05088775291456899,6.938893903907228e-18,113
lag_weighted_35_65d,2187,0.04579692569082627,0.04579692569082612,1.5265566588595902e-16,0.0568402049611939,0.056840204961193685,2.1510571102112408e-16,113
posting_16d,475,0.04577975113826168,0.04577975113826166,2.0816681711721685e-17,0.05103547887830233,0.051035478878302315,1.3877787807814457e-17,113
active,1326,0.03260457545305718,0.032604575453057213,3.469446951953614e-17,0.03247085347990589,0.03247085347990591,2.0816681711721685e-17,114
lag_weighted_35_65d,2637,0.02905192502080129,0.029051925020801398,1.0755285551056204e-16,0.02769650504518448,0.027696505045184564,8.326672684688674e-17,114
posting_16d,1043,0.04345972644890653,0.04345972644890647,5.551115123125783e-17,0.044755990463141306,0.044755990463141326,2.0816681711721685e-17,114
active,1169,0.02359546408608169,0.023595464086081708,1.734723475976807e-17,0.023214786815566005,0.023214786815566026,2.0816681711721685e-17,115
lag_weighted_35_65d,4366,0.021070664746207654,0.02107066474620757,8.326672684688674e-17,0.01878308285577525,0.018783082855775155,9.367506770274758e-17,115
posting_16d,1684,0.025915727137772314,0.02591572713777235,3.469446951953614e-17,0.025790779380585216,0.025790779380585153,6.245004513516506e-17,115
active,427,0.0531259140218325,0.05312591402183251,1.3877787807814457e-17,0.05442568969879151,0.054425689698791496,1.3877787807814457e-17,116
lag_weighted_35_65d,581,0.057732406084527614,0.05773240608452769,7.632783294297951e-17,0.0582371072256403,0.05823710722564033,2.7755575615628914e-17,116
posting_16d,504,0.05253410087766981,0.05253410087766972,9.020562075079397e-17,0.05367562839501255,0.05367562839501249,6.245004513516506e-17,116
active,22,0.009389612537424626,0.009389612537424626,0.0,0.01209498786568499,0.01209498786568499,0.0,117
lag_weighted_35_65d,124,0.056271384175250995,0.056271384175250995,0.0,0.05743421905452425,0.057434219054524234,1.3877787807814457e-17,117
posting_16d,64,0.015211421983238065,0.015211421983238067,1.734723475976807e-18,0.017146767393623346,0.017146767393623353,6.938893903907228e-18,117
active,62,0.03102968910968187,0.031029689109681853,1.734723475976807e-17,0.03266649748995282,0.03266649748995282,0.0,118
lag_weighted_35_65d,251,0.05428346172697844,0.05428346172697844,0.0,0.05358325829401913,0.05358325829401918,4.85722573273506e-17,118
posting_16d,110,0.061702548151788474,0.06170254815178847,6.938893903907228e-18,0.0664922091238048,0.06649220912380485,5.551115123125783e-17,118
active,1885,0.13616500800530867,0.13616500800530867,0.0,0.0893962442583922,0.0893962442583918,4.0245584642661925e-16,119
lag_weighted_35_65d,3910,0.04482186242959888,0.04482186242959868,2.0122792321330962e-16,0.014878422443898297,0.014878422443898203,9.367506770274758e-17,119
posting_16d,2454,0.10469469148356891,0.10469469148356884,6.938893903907228e-17,0.06438817191367896,0.06438817191367867,2.914335439641036e-16,119
active,2322,0.0734725681421699,0.07347256814217007,1.6653345369377348e-16,0.04792260914504094,0.04792260914504083,1.1102230246251565e-16,120
lag_weighted_35_65d,5916,0.040699342575469186,0.04069934257546908,1.0408340855860843e-16,0.03039283805091934,0.030392838050919215,1.249000902703301e-16,120
posting_16d,2649,0.06615543693649403,0.06615543693649384,1.942890293094024e-16,0.04963270624712278,0.04963270624712266,1.1796119636642288e-16,120
active,690,0.029669213622652946,0.029669213622652953,6.938893903907228e-18,0.031070921824368013,0.031070921824368013,0.0,121
lag_weighted_35_65d,2100,0.02694064451863751,0.026940644518637456,5.551115123125783e-17,0.029504211052436925,0.029504211052436856,6.938893903907228e-17,121
posting_16d,1128,0.03103874349302701,0.031038743493027075,6.591949208711867e-17,0.03133719118779088,0.031337191187790894,1.3877787807814457e-17,121
active,673,0.012868400630144836,0.012868400630144852,1.5612511283791264e-17,0.014867570066224483,0.014867570066224488,5.204170427930421e-18,122
lag_weighted_35_65d,2906,0.01728599100429355,0.017285991004293535,1.3877787807814457e-17,0.015013862318086744,0.015013862318086735,8.673617379884035e-18,122
posting_16d,1227,0.016401339150473086,0.01640133915047311,2.42861286636753e-17,0.013653147667312349,0.01365314766731233,1.9081958235744878e-17,122
active,554,0.04646644026056929,0.0464664402605693,6.938893903907228e-18,0.02703324349423372,0.027033243494233698,2.0816681711721685e-17,123
lag_weighted_35_65d,1947,0.06871208488219703,0.06871208488219696,6.938893903907228e-17,0.031473993879579894,0.03147399387957988,1.3877787807814457e-17,123
posting_16d,1403,0.0686300726932715,0.0686300726932713,1.942890293094024e-16,0.039916275448054477,0.0399162754480545,2.0816681711721685e-17,123
active,71,0.13545723746762675,0.13545723746762675,0.0,0.13895926119689192,0.1389592611968919,2.7755575615628914e-17,124
lag_weighted_35_65d,564,0.05500537640226971,0.05500537640226972,6.938893903907228e-18,0.05658693335238127,0.05658693335238131,4.163336342344337e-17,124
posting_16d,230,0.10073848379300245,0.10073848379300251,6.938893903907228e-17,0.10296066566723937,0.10296066566723935,1.3877787807814457e-17,124
active,74,0.121404956190967,0.121404956190967,0.0,0.11706096516900355,0.11706096516900358,2.7755575615628914e-17,125
lag_weighted_35_65d,161,0.09198982299077961,0.09198982299077955,5.551115123125783e-17,0.0878127936194259,0.08781279361942582,8.326672684688674e-17,125
posting_16d,49,0.1289095234696352,0.1289095234696352,0.0,0.12083643094259146,0.12083643094259146,0.0,125
active,1028,0.01694810366023377,0.016948103660233763,6.938893903907228e-18,0.010847738309734832,0.010847738309734815,1.734723475976807e-17,126
lag_weighted_35_65d,2448,0.017594536731201486,0.01759453673120143,5.551115123125783e-17,0.009809792916510726,0.009809792916510724,1.734723475976807e-18,126
posting_16d,551,0.009291511496285338,0.009291511496285326,1.214306433183765e-17,0.010903141832861188,0.010903141832861188,0.0,126
active,544,0.030781043257191634,0.030781043257191634,0.0,0.025939237682283057,0.025939237682283043,1.3877787807814457e-17,127
lag_weighted_35_65d,2250,0.021932675684086148,0.021932675684085995,1.5265566588595902e-16,0.019585907944484497,0.019585907944484393,1.0408340855860843e-16,127
posting_16d,1226,0.025045578897726985,0.025045578897727058,7.28583859910259e-17,0.023279595591063563,0.023279595591063563,0.0,127
active,523,0.0319626510606962,0.03196265106069623,2.7755575615628914e-17,0.003642260745181452,0.003642260745181452,0.0,128
lag_weighted_35_65d,2602,0.032853080147196255,0.03285308014719627,1.3877787807814457e-17,0.005291605182133779,0.005291605182133782,2.6020852139652106e-18,128
posting_16d,1524,0.03143610305623507,0.03143610305623521,1.3877787807814457e-16,0.002537375478483996,0.002537375478483996,0.0,128
active,1736,0.06913676302557586,0.06913676302557582,4.163336342344337e-17,0.06174640783907851,0.06174640783907853,2.0816681711721685e-17,129
lag_weighted_35_65d,2655,0.037876182175133576,0.03787618217513367,9.71445146547012e-17,0.035621582397549506,0.03562158239754955,4.163336342344337e-17,129
posting_16d,1594,0.062252970187223,0.062252970187222985,1.3877787807814457e-17,0.05840649266290767,0.05840649266290771,4.163336342344337e-17,129
active,139,0.13412060209626445,0.13412060209626447,2.7755575615628914e-17,0.13972806630682175,0.13972806630682177,2.7755575615628914e-17,130
lag_weighted_35_65d,448,0.2439393764427665,0.24393937644276653,2.7755575615628914e-17,0.24436908621726947,0.24436908621726958,1.1102230246251565e-16,130
posting_16d,53,0.07183800381686306,0.07183800381686306,0.0,0.0811127058499775,0.0811127058499775,0.0,130
active,571,0.02706388344916935,0.027063883449169355,3.469446951953614e-18,0.030142145021692712,0.030142145021692737,2.42861286636753e-17,131
lag_weighted_35_65d,2505,0.02529505725048753,0.025295057250487536,6.938893903907228e-18,0.026079785451348057,0.02607978545134809,3.122502256758253e-17,131
posting_16d,1549,0.024253111323910295,0.024253111323910292,3.469446951953614e-18,0.024786435782921064,0.024786435782921022,4.163336342344337e-17,131
active,606,0.045437088523333564,0.04543708852333358,1.3877787807814457e-17,0.0480246164955363,0.04802461649553631,1.3877787807814457e-17,132
lag_weighted_35_65d,2556,0.05163158780690909,0.05163158780690904,4.85722573273506e-17,0.04056453473831381,0.04056453473831375,6.245004513516506e-17,132
posting_16d,864,0.04136805026389273,0.04136805026389274,6.938893903907228e-18,0.04505192489189601,0.045051924891896,6.938893903907228e-18,132
active,1446,0.01122734583337135,0.011227345833371325,2.6020852139652106e-17,0.012000529869896394,0.012000529869896383,1.0408340855860843e-17,133
lag_weighted_35_65d,2558,0.00938217824496497,0.009382178244964947,2.2551405187698492e-17,0.009572365982760726,0.009572365982760683,4.336808689942018e-17,133
posting_16d,2017,0.010349840530762504,0.010349840530762414,9.020562075079397e-17,0.010608412312658773,0.010608412312658792,1.9081958235744878e-17,133
active,1137,0.03158578719991658,0.03158578719991662,4.163336342344337e-17,0.035200959237465815,0.03520095923746586,4.85722573273506e-17,134
lag_weighted_35_65d,4459,0.02996667589014685,0.029966675890146666,1.8388068845354155e-16,0.03431302095834075,0.034313020958340566,1.8041124150158794e-16,134
posting_16d,1963,0.028211690646518146,0.028211690646518222,7.632783294297951e-17,0.03046323451103249,0.030463234511032455,3.469446951953614e-17,134
active,484,0.030913221713850362,0.03091322171385035,1.0408340855860843e-17,0.028489895760431937,0.028489895760431937,0.0,135
lag_weighted_35_65d,2605,0.026246646385333496,0.026246646385333472,2.42861286636753e-17,0.022085921897922824,0.02208592189792278,4.5102810375396984e-17,135
