pool_type,pool_n,formula_raw,brute_raw,abs_error_raw,formula_residual,brute_residual,abs_error_residual,check_id
active,172,0.014193005004227082,0.014193005004227077,5.204170427930421e-18,0.01889968125540649,0.018899681255406486,3.469446951953614e-18,18
lag_weighted_35_65d,376,0.01344458507003745,0.013444585070037455,5.204170427930421e-18,0.017239066554644796,0.017239066554644814,1.734723475976807e-17,18
posting_16d,222,0.015487438097288154,0.015487438097288163,8.673617379884035e-18,0.019603078721989315,0.019603078721989308,6.938893903907228e-18,18
active,874,0.17365291026075755,0.17365291026075744,1.1102230246251565e-16,0.09733240153627078,0.09733240153627097,1.942890293094024e-16,19
lag_weighted_35_65d,2751,0.07825384783141381,0.07825384783141365,1.6653345369377348e-16,0.049337006150364834,0.0493370061503648,3.469446951953614e-17,19
posting_16d,1292,0.10899938489538277,0.10899938489538265,1.249000902703301e-16,0.06289098693404539,0.06289098693404542,2.7755575615628914e-17,19
active,45,0.10234482797264396,0.10234482797264392,4.163336342344337e-17,0.03774917031591235,0.03774917031591236,6.938893903907228e-18,20
lag_weighted_35_65d,109,0.06359515324584748,0.06359515324584747,1.3877787807814457e-17,0.0209921415863488,0.020992141586348805,3.469446951953614e-18,20
posting_16d,67,0.1068677931021098,0.10686779310210984,4.163336342344337e-17,0.04828284033332306,0.048282840333323085,2.7755575615628914e-17,20
active,252,0.08283115280391831,0.08283115280391833,1.3877787807814457e-17,0.009291628952506629,0.00929162895250663,1.734723475976807e-18,21
lag_weighted_35_65d,337,0.06592504739441263,0.06592504739441267,4.163336342344337e-17,0.0025922918662652124,0.002592291866265215,2.6020852139652106e-18,21
posting_16d,266,0.07021570968936834,0.07021570968936838,4.163336342344337e-17,0.0023383552270397887,0.0023383552270397887,0.0,21
active,298,0.024169100831035795,0.0241691008310358,6.938893903907228e-18,0.02176673854553421,0.02176673854553421,0.0,22
lag_weighted_35_65d,492,0.01984054414491818,0.019840544144918183,3.469446951953614e-18,0.016016832807980753,0.01601683280798076,6.938893903907228e-18,22
posting_16d,397,0.02282679799641439,0.022826797996414395,3.469446951953614e-18,0.01946867541248857,0.019468675412488586,1.734723475976807e-17,22
active,99,0.02044832128071358,0.020448321280713576,3.469446951953614e-18,0.024132854651526644,0.024132854651526644,0.0,23
lag_weighted_35_65d,453,0.025440412286562106,0.025440412286562117,1.0408340855860843e-17,0.028395010127274065,0.028395010127274068,3.469446951953614e-18,23
posting_16d,275,0.024620194270622953,0.024620194270622953,0.0,0.02779662512575284,0.027796625125752848,6.938893903907228e-18,23
active,1764,0.2960863271044187,0.2960863271044203,1.609823385706477e-15,0.30010335165128904,0.30010335165128893,1.1102230246251565e-16,24
lag_weighted_35_65d,5071,0.11580552866674916,0.11580552866674979,6.245004513516506e-16,0.11707622350495381,0.11707622350495463,8.187894806610529e-16,24
posting_16d,2583,0.18244958396148694,0.18244958396148794,9.992007221626409e-16,0.18425305697025737,0.18425305697025854,1.1657341758564144e-15,24
active,2418,0.382655742728911,0.3826557427289138,2.7755575615628914e-15,0.18002358700895899,0.1800235870089587,2.7755575615628914e-16,25
lag_weighted_35_65d,4222,0.4582179080342956,0.45821790803429485,7.216449660063518e-16,0.23421926794694048,0.23421926794694048,0.0,25
posting_16d,1518,0.37085795961719037,0.3708579596171912,8.326672684688674e-16,0.17367719186871378,0.17367719186871391,1.3877787807814457e-16,25
active,362,0.025387268079557983,0.025387268079557997,1.3877787807814457e-17,0.030827778646932407,0.03082777864693239,1.734723475976807e-17,26
lag_weighted_35_65d,819,0.032313444456730955,0.03231344445673094,1.3877787807814457e-17,0.036851529489839246,0.03685152948983923,1.3877787807814457e-17,26
