valid_funded_loans,p01_hours,p25_hours,p50_hours,p75_hours,p90_hours,p95_hours,p99_hours,max_hours
1453840,0.19583333333333333,9.369722222222222,68.43083333333334,382.9140277777778,717.1230833333333,826.6186250000001,1066.6280555555556,4160.599166666667
